,ICD10_CODE,ALT_CODE,USAGE,USAGE_UK,DESCRIPTION,MODIFIER_4,MODIFIER_5,QUALIFIERS,GENDER_MASK,MIN_AGE,MAX_AGE,TREE_DESCRIPTION
315,A60.1,A601,DEFAULT,3.0,Herpesviral infection of perianal skin and rectum, , , , , , , 
316,A60.9,A609,DEFAULT,3.0,"Anogenital herpesviral infection, unspecified", , , , , , , 
317,A63,A63,DEFAULT,3.0,"Other predominantly sexually transmitted diseases, not elsewhere classified", , , , , , , 
318,A63.0,A630,DEFAULT,3.0,Anogenital (venereal) warts, , , , , , , 
319,A63.8,A638,DEFAULT,3.0,Other specified predominantly sexually transmitted diseases, , , , , , , 
320,A64,A64X,DEFAULT,3.0,Unspecified sexually transmitted disease, , , , , , , 
321,A65,A65X,DEFAULT,3.0,Nonvenereal syphilis, , , , , , , 
322,A66,A66,DEFAULT,3.0,Yaws, , , , , , , 
323,A66.0,A660,DEFAULT,3.0,Initial lesions of yaws, , , , , , , 
324,A66.1,A661,DEFAULT,3.0,Multiple papillomata and wet crab yaws, , , , , , , 
325,A66.2,A662,DEFAULT,3.0,Other early skin lesions of yaws, , , , , , , 
326,A66.3,A663,DEFAULT,3.0,Hyperkeratosis of yaws, , , , , , , 
327,A66.4,A664,DEFAULT,3.0,Gummata and ulcers of yaws, , , , , , , 
328,A66.5,A665,DEFAULT,3.0,Gangosa, , , , , , , 
329,A66.6,A666,DEFAULT,3.0,Bone and joint lesions of yaws, , , , , , , 
330,A66.7,A667,DEFAULT,3.0,Other manifestations of yaws, , , , , , , 
331,A66.8,A668,DEFAULT,3.0,Latent yaws, , , , , , , 
332,A66.9,A669,DEFAULT,3.0,"Yaws, unspecified", , , , , , , 
333,A67,A67,DEFAULT,3.0,Pinta [carate], , , , , , , 
334,A67.0,A670,DEFAULT,3.0,Primary lesions of pinta, , , , , , , 
335,A67.1,A671,DEFAULT,3.0,Intermediate lesions of pinta, , , , , , , 
336,A67.2,A672,DEFAULT,3.0,Late lesions of pinta, , , , , , , 
337,A67.3,A673,DEFAULT,3.0,Mixed lesions of pinta, , , , , , , 
338,A67.9,A679,DEFAULT,3.0,"Pinta, unspecified", , , , , , , 
339,A68,A68,DEFAULT,3.0,Relapsing fevers, , , , , , , 
340,A68.0,A680,DEFAULT,3.0,Louse-borne relapsing fever, , , , , , , 
341,A68.1,A681,DEFAULT,3.0,Tick-borne relapsing fever, , , , , , , 
342,A68.9,A689,DEFAULT,3.0,"Relapsing fever, unspecified", , , , , , , 
343,A69,A69,DEFAULT,3.0,Other spirochaetal infections, , , , , , , 
344,A69.0,A690,DEFAULT,3.0,Necrotizing ulcerative stomatitis, , , , , , , 
345,A69.1,A691,DEFAULT,3.0,Other Vincent infections, , , , , , , 
346,A69.2,A692,DEFAULT,3.0,Lyme disease, , , , , , , 
347,A69.8,A698,DEFAULT,3.0,Other specified spirochaetal infections, , , , , , , 
348,A69.9,A699,DEFAULT,3.0,"Spirochaetal infection, unspecified", , , , , , , 
349,A70,A70X,DEFAULT,3.0,Chlamydia psittaci infection, , , , , , , 
350,A71,A71,DEFAULT,3.0,Trachoma, , , , , , , 
351,A71.0,A710,DEFAULT,3.0,Initial stage of trachoma, , , , , , , 
352,A71.1,A711,DEFAULT,3.0,Active stage of trachoma, , , , , , , 
353,A71.9,A719,DEFAULT,3.0,"Trachoma, unspecified", , , , , , , 
354,A74,A74,DEFAULT,3.0,Other diseases caused by chlamydiae, , , , , , , 
355,A74.0,A740,DAGGER,1.0,Chlamydial conjunctivitis, , ,H13.1, , , , 
356,A74.8,A748,DEFAULT,3.0,Other chlamydial diseases, , , , , , , 
357,A74.9,A749,DEFAULT,3.0,"Chlamydial infection, unspecified", , , , , , , 
358,A75,A75,DEFAULT,3.0,Typhus fever, , , , , , , 
359,A75.0,A750,DEFAULT,3.0,Epidemic louse-borne typhus fever due to Rickettsia prowazekii, , , , , , , 
360,A75.1,A751,DEFAULT,3.0,Recrudescent typhus [Brill disease], , , , , , , 
361,A75.2,A752,DEFAULT,3.0,Typhus fever due to Rickettsia typhi, , , , , , , 
362,A75.3,A753,DEFAULT,3.0,Typhus fever due to Rickettsia tsutsugamushi, , , , , , , 
363,A75.9,A759,DEFAULT,3.0,"Typhus fever, unspecified", , , , , , , 
364,A77,A77,DEFAULT,3.0,Spotted fever [tick-borne rickettsioses], , , , , , , 
365,A77.0,A770,DEFAULT,3.0,Spotted fever due to Rickettsia rickettsii, , , , , , , 
366,A77.1,A771,DEFAULT,3.0,Spotted fever due to Rickettsia conorii, , , , , , , 
367,A77.2,A772,DEFAULT,3.0,Spotted fever due to Rickettsia sibirica, , , , , , , 
368,A77.3,A773,DEFAULT,3.0,Spotted fever due to Rickettsia australis, , , , , , , 
369,A77.8,A778,DEFAULT,3.0,Other spotted fevers, , , , , , , 
370,A77.9,A779,DEFAULT,3.0,"Spotted fever, unspecified", , , , , , , 
371,A78,A78X,DEFAULT,3.0,Q fever, , , , , , , 
372,A79,A79,DEFAULT,3.0,Other rickettsioses, , , , , , , 
373,A79.0,A790,DEFAULT,3.0,Trench fever, , , , , , , 
374,A79.1,A791,DEFAULT,3.0,Rickettsialpox due to Rickettsia akari, , , , , , , 
375,A79.8,A798,DEFAULT,3.0,Other specified rickettsioses, , , , , , , 
376,A79.9,A799,DEFAULT,3.0,"Rickettsiosis, unspecified", , , , , , , 
377,A80,A80,DEFAULT,3.0,Acute poliomyelitis, , , , , , , 
378,A80.0,A800,DEFAULT,3.0,"Acute paralytic poliomyelitis, vaccine-associated", , , , , , , 
379,A80.1,A801,DEFAULT,3.0,"Acute paralytic poliomyelitis, wild virus, imported", , , , , , , 
380,A80.2,A802,DEFAULT,3.0,"Acute paralytic poliomyelitis, wild virus, indigenous", , , , , , , 
381,A80.3,A803,DEFAULT,3.0,"Acute paralytic poliomyelitis, other and unspecified", , , , , , , 
382,A80.4,A804,DEFAULT,3.0,Acute nonparalytic poliomyelitis, , , , , , , 
383,A80.9,A809,DEFAULT,3.0,"Acute poliomyelitis, unspecified", , , , , , , 
384,A81,A81,DEFAULT,3.0,Atypical virus infections of central nervous system, , , , , , , 
385,A81.0,A810,DEFAULT,3.0,Creutzfeldt-Jakob disease, , , , , , , 
386,A81.1,A811,DEFAULT,3.0,Subacute sclerosing panencephalitis, , , , , , , 
387,A81.2,A812,DEFAULT,3.0,Progressive multifocal leukoencephalopathy, , , , , , , 
388,A81.8,A818,DEFAULT,3.0,Other atypical virus infections of central nervous system, , , , , , , 
389,A81.9,A819,DEFAULT,3.0,"Atypical virus infection of central nervous system, unspecified", , , , , , , 
390,A82,A82,DEFAULT,3.0,Rabies, , , , , , , 
391,A82.0,A820,DEFAULT,3.0,Sylvatic rabies, , , , , , , 
392,A82.1,A821,DEFAULT,3.0,Urban rabies, , , , , , , 
393,A82.9,A829,DEFAULT,3.0,"Rabies, unspecified", , , , , , , 
394,A83,A83,DEFAULT,3.0,Mosquito-borne viral encephalitis, , , , , , , 
395,A83.0,A830,DEFAULT,3.0,Japanese encephalitis, , , , , , , 
396,A83.1,A831,DEFAULT,3.0,Western equine encephalitis, , , , , , , 
397,A83.2,A832,DEFAULT,3.0,Eastern equine encephalitis, , , , , , , 
398,A83.3,A833,DEFAULT,3.0,St Louis encephalitis, , , , , , , 
399,A83.4,A834,DEFAULT,3.0,Australian encephalitis, , , , , , , 
400,A83.5,A835,DEFAULT,3.0,California encephalitis, , , , , , , 
401,A83.6,A836,DEFAULT,3.0,Rocio virus disease, , , , , , , 
402,A83.8,A838,DEFAULT,3.0,Other mosquito-borne viral encephalitis, , , , , , , 
403,A83.9,A839,DEFAULT,3.0,"Mosquito-borne viral encephalitis, unspecified", , , , , , , 
404,A84,A84,DEFAULT,3.0,Tick-borne viral encephalitis, , , , , , , 
405,A84.0,A840,DEFAULT,3.0,Far Eastern tick-borne encephalitis [Russian spring-summer encephalitis], , , , , , , 
406,A84.1,A841,DEFAULT,3.0,Central European tick-borne encephalitis, , , , , , , 
407,A84.8,A848,DEFAULT,3.0,Other tick-borne viral encephalitis, , , , , , , 
408,A84.9,A849,DEFAULT,3.0,"Tick-borne viral encephalitis, unspecified", , , , , , , 
409,A85,A85,DEFAULT,3.0,"Other viral encephalitis, not elsewhere classified", , , , , , , 
410,A85.0,A850,DAGGER,1.0,Enteroviral encephalitis, , ,G05.1, , , , 
411,A85.1,A851,DAGGER,1.0,Adenoviral encephalitis, , ,G05.1, , , , 
412,A85.2,A852,DEFAULT,3.0,"Arthropod-borne viral encephalitis, unspecified", , , , , , , 
413,A85.8,A858,DEFAULT,3.0,Other specified viral encephalitis, , , , , , , 
414,A86,A86X,DEFAULT,3.0,Unspecified viral encephalitis, , , , , , , 
415,A87,A87,DEFAULT,3.0,Viral meningitis, , , , , , , 
416,A87.0,A870,DAGGER,1.0,Enteroviral meningitis, , ,G02.0, , , , 
417,A87.1,A871,DAGGER,1.0,Adenoviral meningitis, , ,G02.0, , , , 
418,A87.2,A872,DEFAULT,3.0,Lymphocytic choriomeningitis, , , , , , , 
419,A87.8,A878,DEFAULT,3.0,Other viral meningitis, , , , , , , 
420,A87.9,A879,DEFAULT,3.0,"Viral meningitis, unspecified", , , , , , , 
421,A88,A88,DEFAULT,3.0,"Other viral infections of central nervous system, not elsewhere classified", , , , , , , 
422,A88.0,A880,DEFAULT,3.0,Enteroviral exanthematous fever [Boston exanthem], , , , , , , 
423,A88.1,A881,DEFAULT,3.0,Epidemic vertigo, , , , , , , 
424,A88.8,A888,DEFAULT,3.0,Other specified viral infections of central nervous system, , , , , , , 
425,A89,A89X,DEFAULT,3.0,Unspecified viral infection of central nervous system, , , , , , , 
426,A92,A92,DEFAULT,3.0,Other mosquito-borne viral fevers, , , , , , , 
427,A92.0,A920,DEFAULT,3.0,Chikungunya virus disease, , , , , , , 
428,A92.1,A921,DEFAULT,3.0,O'nyong-nyong fever, , , , , , , 
429,A92.2,A922,DEFAULT,3.0,Venezuelan equine fever, , , , , , , 
430,A92.3,A923,DEFAULT,3.0,West Nile virus infection, , , , , , , 
431,A92.4,A924,DEFAULT,3.0,Rift Valley fever, , , , , , , 
432,A92.8,A928,DEFAULT,3.0,Other specified mosquito-borne viral fevers, , , , , , , 
433,A92.9,A929,DEFAULT,3.0,"Mosquito-borne viral fever, unspecified", , , , , , , 
434,A93,A93,DEFAULT,3.0,"Other arthropod-borne viral fevers, not elsewhere classified", , , , , , , 
435,A93.0,A930,DEFAULT,3.0,Oropouche virus disease, , , , , , , 
436,A93.1,A931,DEFAULT,3.0,Sandfly fever, , , , , , , 
437,A93.2,A932,DEFAULT,3.0,Colorado tick fever, , , , , , , 
438,A93.8,A938,DEFAULT,3.0,Other specified arthropod-borne viral fevers, , , , , , , 
439,A94,A94X,DEFAULT,3.0,Unspecified arthropod-borne viral fever, , , , , , , 
440,A95,A95,DEFAULT,3.0,Yellow fever, , , , , , , 
441,A95.0,A950,DEFAULT,3.0,Sylvatic yellow fever, , , , , , , 
442,A95.1,A951,DEFAULT,3.0,Urban yellow fever, , , , , , , 
443,A95.9,A959,DEFAULT,3.0,"Yellow fever, unspecified", , , , , , , 
444,A96,A96,DEFAULT,3.0,Arenaviral haemorrhagic fever, , , , , , , 
445,A96.0,A960,DEFAULT,3.0,Junin haemorrhagic fever, , , , , , , 
446,A96.1,A961,DEFAULT,3.0,Machupo haemorrhagic fever, , , , , , , 
447,A96.2,A962,DEFAULT,3.0,Lassa fever, , , , , , , 
448,A96.8,A968,DEFAULT,3.0,Other arenaviral haemorrhagic fevers, , , , , , , 
449,A96.9,A969,DEFAULT,3.0,"Arenaviral haemorrhagic fever, unspecified", , , , , , , 
450,A97,A97,DEFAULT,3.0,Dengue, , , , , , , 
451,A97.0,A970,DEFAULT,3.0,Dengue without warning signs, , , , , , , 
452,A97.1,A971,DEFAULT,3.0,Dengue with warning signs, , , , , , , 
453,A97.2,A972,DEFAULT,3.0,Severe Dengue, , , , , , , 
454,A97.9,A979,DEFAULT,3.0,"Dengue, unspecified", , , , , , , 
455,A98,A98,DEFAULT,3.0,"Other viral haemorrhagic fevers, not elsewhere classified", , , , , , , 
456,A98.0,A980,DEFAULT,3.0,Crimean-Congo haemorrhagic fever, , , , , , , 
457,A98.1,A981,DEFAULT,3.0,Omsk haemorrhagic fever, , , , , , , 
458,A98.2,A982,DEFAULT,3.0,Kyasanur Forest disease, , , , , , , 
459,A98.3,A983,DEFAULT,3.0,Marburg virus disease, , , , , , , 
460,A98.4,A984,DEFAULT,3.0,Ebola virus disease, , , , , , , 
461,A98.5,A985,DEFAULT,3.0,Haemorrhagic fever with renal syndrome, , , , , , , 
462,A98.8,A988,DEFAULT,3.0,Other specified viral haemorrhagic fevers, , , , , , , 
463,A99,A99X,DEFAULT,3.0,Unspecified viral haemorrhagic fever, , , , , , , 
464,B00,B00,DEFAULT,3.0,Herpesviral [herpes simplex] infections, , , , , , , 
465,B00.0,B000,DEFAULT,3.0,Eczema herpeticum, , , , , , , 
466,B00.1,B001,DEFAULT,3.0,Herpesviral vesicular dermatitis, , , , , , , 
467,B00.2,B002,DEFAULT,3.0,Herpesviral gingivostomatitis and pharyngotonsillitis, , , , , , , 
468,B00.3,B003,DAGGER,1.0,Herpesviral meningitis, , ,G02.0, , , , 
469,B00.4,B004,DAGGER,1.0,Herpesviral encephalitis, , ,G05.1, , , , 
470,B00.5,B005,DEFAULT,3.0,Herpesviral ocular disease, , , , , , , 
471,B00.7,B007,DEFAULT,3.0,Disseminated herpesviral disease, , , , , , , 
472,B00.8,B008,DEFAULT,3.0,Other forms of herpesviral infection, , , , , , , 
473,B00.9,B009,DEFAULT,3.0,"Herpesviral infection, unspecified", , , , , , , 
474,B01,B01,DEFAULT,3.0,Varicella [chickenpox], , , , , , , 
475,B01.0,B010,DAGGER,1.0,Varicella meningitis, , ,G02.0, , , , 
476,B01.1,B011,DAGGER,1.0,Varicella encephalitis, , ,G05.1, , , , 
477,B01.2,B012,DAGGER,1.0,Varicella pneumonia, , ,J17.1, , , , 
478,B01.8,B018,DEFAULT,3.0,Varicella with other complications, , , , , , , 
479,B01.9,B019,DEFAULT,3.0,Varicella without complication, , , , , , , 
480,B02,B02,DEFAULT,3.0,Zoster [herpes zoster], , , , , , , 
481,B02.0,B020,DAGGER,1.0,Zoster encephalitis, , ,G05.1, , , , 
482,B02.1,B021,DAGGER,1.0,Zoster meningitis, , ,G02.0, , , , 
483,B02.2,B022,DAGGER,4.0,Zoster with other nervous system involvement, , , , , , , 
484,B02.3,B023,DEFAULT,3.0,Zoster ocular disease, , , , , , , 
485,B02.7,B027,DEFAULT,3.0,Disseminated zoster, , , , , , , 
486,B02.8,B028,DEFAULT,3.0,Zoster with other complications, , , , , , , 
487,B02.9,B029,DEFAULT,3.0,Zoster without complication, , , , , , , 
488,B03,B03X,DEFAULT,3.0,Smallpox, , , , , , , 
489,B04,B04X,DEFAULT,3.0,Monkeypox, , , , , , , 
490,B05,B05,DEFAULT,3.0,Measles, , , , , , , 
491,B05.0,B050,DAGGER,1.0,Measles complicated by encephalitis, , ,G05.1, , , , 
492,B05.1,B051,DAGGER,1.0,Measles complicated by meningitis, , ,G02.0, , , , 
493,B05.2,B052,DAGGER,1.0,Measles complicated by pneumonia, , ,J17.1, , , , 
494,B05.3,B053,DAGGER,1.0,Measles complicated by otitis media, , ,H67.1, , , , 
495,B05.4,B054,DEFAULT,3.0,Measles with intestinal complications, , , , , , , 
496,B05.8,B058,DEFAULT,3.0,Measles with other complications, , , , , , , 
497,B05.9,B059,DEFAULT,3.0,Measles without complication, , , , , , , 
498,B06,B06,DEFAULT,3.0,Rubella [German measles], , , , , , , 
499,B06.0,B060,DAGGER,4.0,Rubella with neurological complications, , , , , , , 
500,B06.8,B068,DEFAULT,3.0,Rubella with other complications, , , , , , , 
501,B06.9,B069,DEFAULT,3.0,Rubella without complication, , , , , , , 
502,B07,B07X,DEFAULT,3.0,Viral warts, , , , , , , 
503,B08,B08,DEFAULT,3.0,"Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified", , , , , , , 
504,B08.0,B080,DEFAULT,3.0,Other orthopoxvirus infections, , , , , , , 
505,B08.1,B081,DEFAULT,3.0,Molluscum contagiosum, , , , , , , 
506,B08.2,B082,DEFAULT,3.0,Exanthema subitum [sixth disease], , , , , , , 
507,B08.3,B083,DEFAULT,3.0,Erythema infectiosum [fifth disease], , , , , , , 
508,B08.4,B084,DEFAULT,3.0,Enteroviral vesicular stomatitis with exanthem, , , , , , , 
509,B08.5,B085,DEFAULT,3.0,Enteroviral vesicular pharyngitis, , , , , , , 
510,B08.8,B088,DEFAULT,3.0,Other specified viral infections characterized by skin and mucous membrane lesions, , , , , , , 
511,B09,B09X,DEFAULT,3.0,Unspecified viral infection characterized by skin and mucous membrane lesions, , , , , , , 
512,B15,B15,DEFAULT,3.0,Acute hepatitis A, , , , , , , 
513,B15.0,B150,DEFAULT,3.0,Hepatitis A with hepatic coma, , , , , , , 
514,B15.9,B159,DEFAULT,3.0,Hepatitis A without hepatic coma, , , , , , , 
515,B16,B16,DEFAULT,3.0,Acute hepatitis B, , , , , , , 
516,B16.0,B160,DEFAULT,3.0,Acute hepatitis B with delta-agent (coinfection) with hepatic coma, , , , , , , 
517,B16.1,B161,DEFAULT,3.0,Acute hepatitis B with delta-agent (coinfection) without hepatic coma, , , , , , , 
518,B16.2,B162,DEFAULT,3.0,Acute hepatitis B without delta-agent with hepatic coma, , , , , , , 
519,B16.9,B169,DEFAULT,3.0,Acute hepatitis B without delta-agent and without hepatic coma, , , , , , , 
520,B17,B17,DEFAULT,3.0,Other acute viral hepatitis, , , , , , , 
521,B17.0,B170,DEFAULT,3.0,Acute delta-(super)infection of hepatitis B carrier, , , , , , , 
522,B17.1,B171,DEFAULT,3.0,Acute hepatitis C, , , , , , , 
523,B17.2,B172,DEFAULT,3.0,Acute hepatitis E, , , , , , , 
524,B17.8,B178,DEFAULT,3.0,Other specified acute viral hepatitis, , , , , , , 
525,B17.9,B179,DEFAULT,3.0,"Acute viral hepatitis, unspecified", , , , , , , 
526,B18,B18,DEFAULT,3.0,Chronic viral hepatitis, , , , , , , 
527,B18.0,B180,DEFAULT,3.0,Chronic viral hepatitis B with delta-agent, , , , , , , 
528,B18.1,B181,DEFAULT,3.0,Chronic viral hepatitis B without delta-agent, , , , , , , 
529,B18.2,B182,DEFAULT,3.0,Chronic viral hepatitis C, , , , , , , 
530,B18.8,B188,DEFAULT,3.0,Other chronic viral hepatitis, , , , , , , 
531,B18.9,B189,DEFAULT,3.0,"Chronic viral hepatitis, unspecified", , , , , , , 
532,B19,B19,DEFAULT,3.0,Unspecified viral hepatitis, , , , , , , 
533,B19.0,B190,DEFAULT,3.0,Unspecified viral hepatitis with hepatic coma, , , , , , , 
534,B19.9,B199,DEFAULT,3.0,Unspecified viral hepatitis without hepatic coma, , , , , , , 
535,B20,B20,DEFAULT,3.0,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases, , , , , , , 
536,B20.0,B200,DEFAULT,3.0,HIV disease resulting in mycobacterial infection, , , , , , , 
537,B20.1,B201,DEFAULT,3.0,HIV disease resulting in other bacterial infections, , , , , , , 
538,B20.2,B202,DEFAULT,3.0,HIV disease resulting in cytomegaloviral disease, , , , , , , 
539,B20.3,B203,DEFAULT,3.0,HIV disease resulting in other viral infections, , , , , , , 
540,B20.4,B204,DEFAULT,3.0,HIV disease resulting in candidiasis, , , , , , , 
541,B20.5,B205,DEFAULT,3.0,HIV disease resulting in other mycoses, , , , , , , 
542,B20.6,B206,DEFAULT,3.0,HIV disease resulting in Pneumocystis jirovecii pneumonia, , , , , , , 
543,B20.7,B207,DEFAULT,3.0,HIV disease resulting in multiple infections, , , , , , , 
544,B20.8,B208,DEFAULT,3.0,HIV disease resulting in other infectious and parasitic diseases, , , , , , , 
545,B20.9,B209,DEFAULT,3.0,HIV disease resulting in unspecified infectious or parasitic disease, , , , , , , 
546,B21,B21,DEFAULT,3.0,Human immunodeficiency virus [HIV] disease resulting in malignant neoplasms, , , , , , , 
547,B21.0,B210,DEFAULT,3.0,HIV disease resulting in Kaposi sarcoma, , , , , , , 
548,B21.1,B211,DEFAULT,3.0,HIV disease resulting in Burkitt lymphoma, , , , , , , 
549,B21.2,B212,DEFAULT,3.0,HIV disease resulting in other types of non-Hodgkin lymphoma, , , , , , , 
550,B21.3,B213,DEFAULT,3.0,"HIV disease resulting in other malignant neoplasms of lymphoid, haematopoietic and related tissue", , , , , , , 
551,B21.7,B217,DEFAULT,3.0,HIV disease resulting in multiple malignant neoplasms, , , , , , , 
552,B21.8,B218,DEFAULT,3.0,HIV disease resulting in other malignant neoplasms, , , , , , , 
553,B21.9,B219,DEFAULT,3.0,HIV disease resulting in unspecified malignant neoplasm, , , , , , , 
554,B22,B22,DEFAULT,3.0,Human immunodeficiency virus [HIV] disease resulting in other specified diseases, , , , , , , 
555,B22.0,B220,DEFAULT,3.0,HIV disease resulting in encephalopathy, , , , , , , 
556,B22.1,B221,DEFAULT,3.0,HIV disease resulting in lymphoid interstitial pneumonitis, , , , , , , 
557,B22.2,B222,DEFAULT,3.0,HIV disease resulting in wasting syndrome, , , , , , , 
558,B22.7,B227,DEFAULT,3.0,HIV disease resulting in multiple diseases classified elsewhere, , , , , , , 
559,B23,B23,DEFAULT,3.0,Human immunodeficiency virus [HIV] disease resulting in other conditions, , , , , , , 
560,B23.0,B230,DEFAULT,3.0,Acute HIV infection syndrome, , , , , , , 
561,B23.1,B231,DEFAULT,3.0,HIV disease resulting in (persistent) generalized lymphadenopathy, , , , , , , 
562,B23.2,B232,DEFAULT,3.0,"HIV disease resulting in haematological and immunological abnormalities, not elsewhere classified", , , , , , , 
563,B23.8,B238,DEFAULT,3.0,HIV disease resulting in other specified conditions, , , , , , , 
564,B24,B24X,DEFAULT,3.0,Unspecified human immunodeficiency virus [HIV] disease, , , , , , , 
565,B25,B25,DEFAULT,3.0,Cytomegaloviral disease, , , , , , , 
566,B25.0,B250,DAGGER,1.0,Cytomegaloviral pneumonitis, , ,J17.1, , , , 
567,B25.1,B251,DAGGER,1.0,Cytomegaloviral hepatitis, , ,K77.0, , , , 
568,B25.2,B252,DAGGER,1.0,Cytomegaloviral pancreatitis, , ,K87.1, , , , 
569,B25.8,B258,DEFAULT,3.0,Other cytomegaloviral diseases, , , , , , , 
570,B25.9,B259,DEFAULT,3.0,"Cytomegaloviral disease, unspecified", , , , , , , 
571,B26,B26,DEFAULT,3.0,Mumps, , , , , , , 
572,B26.0,B260,DAGGER,1.0,Mumps orchitis, , ,N51.1,2, , , 
573,B26.1,B261,DAGGER,1.0,Mumps meningitis, , ,G02.0, , , , 
574,B26.2,B262,DAGGER,1.0,Mumps encephalitis, , ,G05.1, , , , 
575,B26.3,B263,DAGGER,1.0,Mumps pancreatitis, , ,K87.1, , , , 
576,B26.8,B268,DEFAULT,3.0,Mumps with other complications, , , , , , , 
577,B26.9,B269,DEFAULT,3.0,Mumps without complication, , , , , , , 
578,B27,B27,DEFAULT,3.0,Infectious mononucleosis, , , , , , , 
579,B27.0,B270,DEFAULT,3.0,Gammaherpesviral mononucleosis, , , , , , , 
580,B27.1,B271,DEFAULT,3.0,Cytomegaloviral mononucleosis, , , , , , , 
581,B27.8,B278,DEFAULT,3.0,Other infectious mononucleosis, , , , , , , 
582,B27.9,B279,DEFAULT,3.0,"Infectious mononucleosis, unspecified", , , , , , , 
583,B30,B30,DEFAULT,3.0,Viral conjunctivitis, , , , , , , 
584,B30.0,B300,DAGGER,1.0,Keratoconjunctivitis due to adenovirus, , ,H19.2, , , , 
585,B30.1,B301,DAGGER,1.0,Conjunctivitis due to adenovirus, , ,H13.1, , , , 
586,B30.2,B302,DEFAULT,3.0,Viral pharyngoconjunctivitis, , , , , , , 
587,B30.3,B303,DAGGER,1.0,Acute epidemic haemorrhagic conjunctivitis (enteroviral), , ,H13.1, , , , 
588,B30.8,B308,DAGGER,1.0,Other viral conjunctivitis, , ,H13.1, , , , 
589,B30.9,B309,DEFAULT,3.0,"Viral conjunctivitis, unspecified", , , , , , , 
590,B33,B33,DEFAULT,3.0,"Other viral diseases, not elsewhere classified", , , , , , , 
591,B33.0,B330,DEFAULT,3.0,Epidemic myalgia, , , , , , , 
592,B33.1,B331,DEFAULT,3.0,Ross River disease, , , , , , , 
593,B33.2,B332,DEFAULT,3.0,Viral carditis, , , , , , , 
594,B33.3,B333,DEFAULT,3.0,"Retrovirus infections, not elsewhere classified", , , , , , , 
595,B33.4,B334,DAGGER,1.0,Hantavirus (cardio-)pulmonary syndrome [HPS] [HCPS], , ,J17.1, , , , 
596,B33.8,B338,DEFAULT,3.0,Other specified viral diseases, , , , , , , 
